City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Itapeva,BR,2021-12-20 20:49:25,-23.9822,-48.8756,77.02,48,1,9.57
293,Portland,US,2021-12-20 20:45:42,45.5234,-122.6762,46.62,94,90,1.99
294,Buta,CD,2021-12-20 20:49:25,2.7858,24.73,76.8,48,100,2.55
295,Sovetskiy,RU,2021-12-20 20:49:26,61.3614,63.5842,0.54,96,100,6.11
296,Rudiskes,LT,2021-12-20 20:49:26,54.5167,24.8333,18.41,64,98,10.58
297,Sitka,US,2021-12-20 20:45:31,57.0531,-135.33,33.69,64,90,0.0
298,Mujiayingzi,CN,2021-12-20 20:49:27,42.1167,118.7833,20.43,58,1,2.44
299,Sarangani,PH,2021-12-20 20:49:27,5.4033,125.4636,78.67,80,100,20.51
300,Mesquite,US,2021-12-20 20:49:27,32.7668,-96.5992,56.28,60,75,1.01
301,Banepa,NP,2021-12-20 20:49:28,27.6298,85.5214,39.52,93,20,3.44
302,Alta Floresta,BR,2021-12-20 20:49:28,-9.8756,-56.0861,80.42,83,75,2.3
303,Fare,PF,2021-12-20 20:49:28,-16.7,-151.0167,80.56,72,13,9.28
304,Bengkulu,ID,2021-12-20 20:49:18,-3.8004,102.2655,77.31,89,100,1.5
305,Bilibino,RU,2021-12-20 20:49:29,68.0546,166.4372,-20.63,98,100,9.78
306,Jhabua,IN,2021-12-20 20:49:29,22.7667,74.6,59.72,27,4,4.27
307,Constantine,DZ,2021-12-20 20:49:30,36.365,6.6147,42.21,93,0,2.3
308,Gimli,CA,2021-12-20 20:49:30,50.6336,-96.9907,4.42,50,10,6.91
309,Faanui,PF,2021-12-20 20:49:30,-16.4833,-151.75,80.44,74,2,9.51
310,Asau,RO,2021-12-20 20:48:00,46.4333,26.4,31.39,87,71,6.24
311,Barcelos,PT,2021-12-20 20:49:31,41.5388,-8.6151,55.92,89,100,7.52
312,Najran,SA,2021-12-20 20:49:31,17.4924,44.1277,61.45,28,2,1.59
313,Argelia,CO,2021-12-20 20:49:31,2.2556,-77.2488,69.3,96,100,2.64
314,Kampot,KH,2021-12-20 20:49:32,10.6167,104.1833,71.65,79,66,3.13
315,Point Pleasant,US,2021-12-20 20:47:01,40.0832,-74.0682,40.21,56,1,1.99
316,Sterling,US,2021-12-20 20:49:32,39.0062,-77.4286,43.32,47,1,6.91
317,Simbahan,PH,2021-12-20 20:49:32,6.3032,120.5836,82.83,76,100,16.11
318,Boras,SE,2021-12-20 20:50:33,57.721,12.9401,27.55,86,19,3.0
319,Ruwi,OM,2021-12-20 20:50:33,23.5996,58.5507,71.85,61,60,2.04
320,Maralal,KE,2021-12-20 20:50:33,1.0968,36.698,60.13,89,100,9.71
321,Valparaiso,CL,2021-12-20 20:50:34,-33.0393,-71.6273,68.23,67,0,11.5
322,Buraydah,SA,2021-12-20 20:50:34,26.326,43.975,72.05,50,7,7.45
323,Myitkyina,MM,2021-12-20 20:50:35,25.3833,97.4,54.66,78,0,3.13
324,Ushumun,RU,2021-12-20 20:50:35,52.7833,126.5333,-16.73,73,15,11.27
325,Souillac,MU,2021-12-20 20:50:35,-20.5167,57.5167,77.38,88,75,3.44
326,Honavar,IN,2021-12-20 20:50:35,14.2833,74.45,68.97,57,6,6.69
327,Port Hardy,CA,2021-12-20 20:50:36,50.6996,-127.4199,37.76,86,75,4.61
328,Lykhivka,UA,2021-12-20 20:50:36,48.6874,33.9228,29.35,94,29,4.85
329,Camacupa,AO,2021-12-20 20:47:49,-12.0167,17.4833,63.9,96,99,3.76
330,Sobolevo,RU,2021-12-20 20:50:36,54.4299,31.8996,7.79,85,100,12.5
331,Tuatapere,NZ,2021-12-20 20:50:37,-46.1333,167.6833,58.82,85,96,16.08
332,Pisco,PE,2021-12-20 20:47:50,-13.7,-76.2167,70.02,78,20,8.05
333,Awbari,LY,2021-12-20 20:50:37,26.5921,12.7805,49.3,41,0,6.17
334,Japura,ID,2021-12-20 20:50:38,-0.3167,102.35,73.33,97,100,1.14
335,Tarko-Sale,RU,2021-12-20 20:50:38,64.9225,77.785,-25.89,86,44,11.63
336,Tiarei,PF,2021-12-20 20:50:38,-17.5333,-149.3333,86.02,71,33,8.86
337,Zhigansk,RU,2021-12-20 20:50:39,66.7697,123.3711,-52.85,100,60,1.79
338,Dingle,PH,2021-12-20 20:50:39,10.9995,122.6711,74.16,94,100,6.53
339,Alexandria,EG,2021-12-20 20:46:59,31.2156,29.9553,52.34,76,40,11.5
340,Minsk,BY,2021-12-20 20:46:22,53.9,27.5667,15.55,76,93,13.49
341,Usinsk,RU,2021-12-20 20:50:40,65.9939,57.5281,-2.4,95,100,11.05
342,Lermontovka,RU,2021-12-20 20:50:40,47.1453,134.3383,12.38,97,100,2.73
343,Huntington,US,2021-12-20 20:50:40,38.4193,-82.4452,48.99,52,1,0.0
344,Troitsko-Pechorsk,RU,2021-12-20 20:50:41,62.7084,56.1964,-5.35,96,100,9.57
345,Keti Bandar,PK,2021-12-20 20:47:23,24.1447,67.4497,70.68,73,3,9.64
346,Lorengau,PG,2021-12-20 20:50:41,-2.0226,147.2712,80.17,83,99,3.53
347,Carnarvon,AU,2021-12-20 20:50:41,-24.8667,113.6333,73.47,78,4,12.66
348,Masuri,KR,2021-12-20 20:50:42,35.8488,128.1492,40.55,92,2,2.89
349,Constitucion,CL,2021-12-20 20:50:42,-35.3333,-72.4167,69.44,60,18,18.5
350,Pauini,BR,2021-12-20 20:50:42,-7.7136,-66.9764,82.69,76,88,2.33
351,Puerto Narino,CO,2021-12-20 20:50:43,-3.7703,-70.3831,89.55,92,87,0.49
352,Vakhrushevo,RU,2021-12-20 20:50:43,55.2317,61.7173,26.98,86,75,15.66
353,Samana,DO,2021-12-20 20:50:43,19.2056,-69.3369,86.22,74,20,6.91
354,Port-Gentil,GA,2021-12-20 20:50:44,-0.7193,8.7815,81.16,77,84,4.5
355,Kembe,CF,2021-12-20 20:50:44,4.6228,21.8865,77.25,40,86,2.13
356,Lahaina,US,2021-12-20 20:50:44,20.8783,-156.6825,78.04,81,64,12.53
357,Maningrida,AU,2021-12-20 20:50:45,-12.0667,134.2667,76.95,81,100,4.23
358,Cabedelo,BR,2021-12-20 20:50:45,-6.9811,-34.8339,84.87,75,29,10.58
359,Yantzaza,EC,2021-12-20 20:50:45,-3.8278,-78.7594,78.24,90,99,1.39
360,Cap Malheureux,MU,2021-12-20 20:50:46,-19.9842,57.6142,77.49,78,68,1.01
361,Axim,GH,2021-12-20 20:46:26,4.8699,-2.2405,80.04,77,72,8.9
362,Bambanglipuro,ID,2021-12-20 20:50:46,-7.95,110.2833,76.39,88,100,2.8
363,Umba,RU,2021-12-20 20:50:46,66.6871,34.3429,14.41,89,97,11.12
364,Matagami,CA,2021-12-20 20:50:47,49.7502,-77.6328,24.91,93,90,6.91
365,Belmonte,BR,2021-12-20 20:51:47,-15.8631,-38.8828,73.9,91,100,2.46
366,Jashpurnagar,IN,2021-12-20 20:51:47,22.9,84.15,44.55,44,0,4.99
367,Jaisinghnagar,IN,2021-12-20 20:51:48,23.7,81.3833,46.6,34,0,0.54
368,Togur,RU,2021-12-20 20:51:48,58.3631,82.8265,-11.92,93,97,5.39
369,Sao Francisco,BR,2021-12-20 20:51:48,-15.9486,-44.8644,75.36,91,57,3.78
370,Tyazhinskiy,RU,2021-12-20 20:51:49,56.116,88.524,0.16,98,99,2.8
371,Ponta Delgada,PT,2021-12-20 20:51:49,37.7333,-25.6667,59.72,77,40,17.27
372,Luganville,VU,2021-12-20 20:51:49,-15.5333,167.1667,83.03,74,6,3.87
373,Sal Rei,CV,2021-12-20 20:51:50,16.1833,-22.9167,72.16,78,100,13.22
374,Sabha,LY,2021-12-20 20:46:54,27.0377,14.4283,48.45,38,0,4.7
375,Rio Grande,BR,2021-12-20 20:51:50,-32.035,-52.0986,80.71,81,5,13.13
376,Joshimath,IN,2021-12-20 20:51:50,30.5667,79.5667,37.65,39,8,7.56
377,Bilma,NE,2021-12-20 20:51:51,18.6853,12.9164,61.36,24,0,6.15
378,Bathsheba,BB,2021-12-20 20:47:57,13.2167,-59.5167,84.81,65,75,18.41
379,Sokoni,TZ,2021-12-20 20:51:51,-6.4333,39.55,81.66,80,100,10.18
380,Ostrovnoy,RU,2021-12-20 20:51:51,68.0531,39.5131,22.32,88,100,22.5
381,Springbok,ZA,2021-12-20 20:51:52,-29.6643,17.8865,68.29,51,0,4.41
382,Lima,PE,2021-12-20 20:51:47,-12.0432,-77.0282,72.14,64,20,14.97
383,Mariestad,SE,2021-12-20 20:51:52,58.7097,13.8237,26.38,95,19,2.93
384,Monze,ZM,2021-12-20 20:51:52,-16.2833,27.4833,64.44,94,99,4.32
385,Sisimiut,GL,2021-12-20 20:51:53,66.9395,-53.6735,40.84,62,100,18.01
386,Ayr,GB,2021-12-20 20:51:53,55.4627,-4.6339,40.5,93,90,2.3
387,Genhe,CN,2021-12-20 20:51:53,50.7833,121.5167,-21.64,100,22,3.0
388,Seoul,KR,2021-12-20 20:47:45,37.5683,126.9778,45.01,96,20,1.14
389,Kirakira,SB,2021-12-20 20:51:54,-10.4544,161.9205,80.94,86,100,5.03
390,Noumea,NC,2021-12-20 20:51:54,-22.2763,166.4572,81.0,99,15,3.04
391,Makakilo City,US,2021-12-20 20:51:54,21.3469,-158.0858,79.12,59,1,8.05
392,Jiuquan,CN,2021-12-20 20:51:55,39.7432,98.5174,25.48,19,2,3.0
393,Auki,SB,2021-12-20 20:51:55,-8.7676,160.7034,81.68,83,96,4.09
394,Ternate,ID,2021-12-20 20:51:55,0.8,127.4,80.42,83,100,8.88
395,Gilbues,BR,2021-12-20 20:51:56,-9.8317,-45.3439,77.4,83,43,3.58
396,Bria,CF,2021-12-20 20:51:56,6.5423,21.9863,76.53,37,75,4.68
397,Copiapo,CL,2021-12-20 20:51:56,-27.3667,-70.3333,62.29,54,100,7.99
398,Great Yarmouth,GB,2021-12-20 20:51:57,52.6083,1.7305,40.55,62,100,5.37
399,Montepuez,MZ,2021-12-20 20:51:57,-13.1256,38.9997,70.5,92,80,4.34
400,Kologriv,RU,2021-12-20 20:51:57,58.8275,44.3178,7.05,93,100,8.77
401,Amnat Charoen,TH,2021-12-20 20:51:58,15.9167,104.75,60.31,91,11,7.58
402,Chambas,CU,2021-12-20 20:51:58,22.1928,-78.9136,79.92,68,36,8.68
403,New Amsterdam,GY,2021-12-20 20:51:58,6.25,-57.5167,79.93,78,68,4.97
404,Weligama,LK,2021-12-20 20:51:59,5.9667,80.4167,76.12,89,39,2.3
405,Marystown,CA,2021-12-20 20:51:59,47.1666,-55.1483,26.85,100,54,13.35
406,Alice Springs,AU,2021-12-20 20:48:19,-23.7,133.8833,65.75,52,40,0.0
407,Sudak,UA,2021-12-20 20:51:59,44.85,34.9667,36.73,73,100,14.67
408,Saint-Georges,GD,2021-12-20 20:52:00,12.0564,-61.7485,83.88,65,20,21.85
409,Xam Nua,LA,2021-12-20 20:52:00,20.4197,104.0439,50.09,98,1,1.45
410,Shelburne,CA,2021-12-20 20:52:00,44.0787,-80.2041,35.49,77,99,17.29
411,Teguldet,RU,2021-12-20 20:52:01,57.3064,88.1667,-9.27,95,98,6.13
412,Aklavik,CA,2021-12-20 20:53:01,68.2191,-135.0107,10.4,85,90,4.61
413,Grand Gaube,MU,2021-12-20 20:53:02,-20.0064,57.6608,77.4,78,71,1.01
414,Surt,LY,2021-12-20 20:53:02,31.2089,16.5887,56.35,53,0,9.69
415,Kloulklubed,PW,2021-12-20 20:53:02,7.0419,134.2556,81.1,76,49,17.67
416,Kota,IN,2021-12-20 20:53:03,25.1833,75.8333,56.26,27,0,1.77
417,Mitu,CO,2021-12-20 20:53:03,1.1983,-70.1733,80.04,93,88,2.21
418,Tura,IN,2021-12-20 20:53:03,25.5198,90.2201,56.08,68,1,4.25
419,Gizo,SB,2021-12-20 20:53:04,-8.103,156.8419,81.9,76,100,0.69
420,Kununurra,AU,2021-12-20 20:49:57,-15.7667,128.7333,76.98,88,96,0.0
421,Mendi,PG,2021-12-20 20:53:04,-6.1761,143.6513,54.36,86,93,2.28
422,Petropavlovsk-Kamchatskiy,RU,2021-12-20 20:53:04,53.0452,158.6483,3.79,78,0,11.18
423,Pochutla,MX,2021-12-20 20:53:05,15.7432,-96.4661,85.82,53,99,8.08
424,Alice Town,BS,2021-12-20 20:53:05,25.7167,-79.3,77.07,74,19,3.53
425,Qui Nhon,VN,2021-12-20 20:53:05,13.7667,109.2333,71.76,89,97,5.39
426,Qaqortoq,GL,2021-12-20 20:53:06,60.7167,-46.0333,30.6,76,84,8.97
427,Port Macquarie,AU,2021-12-20 20:53:06,-31.4333,152.9167,79.9,75,4,7.83
428,Edea,CM,2021-12-20 20:53:06,3.8,10.1333,80.38,88,66,0.98
429,Henties Bay,NA,2021-12-20 20:53:06,-22.116,14.2845,64.85,81,0,6.11
430,Rocha,UY,2021-12-20 20:53:07,-34.4833,-54.3333,75.72,61,0,12.41
431,Lebedinyy,RU,2021-12-20 20:53:07,58.5167,125.5167,-33.25,94,100,5.61
432,Mandurah,AU,2021-12-20 20:51:41,-32.55,115.7,65.21,75,80,11.18
433,Astoria,US,2021-12-20 20:53:08,46.1879,-123.8313,50.86,98,90,11.01
434,Phan Thiet,VN,2021-12-20 20:53:08,10.9333,108.1,72.7,78,34,4.43
435,Chapais,CA,2021-12-20 20:53:08,49.7834,-74.8492,15.58,92,100,12.03
436,Roald,NO,2021-12-20 20:53:08,62.5833,6.1333,36.0,93,75,8.05
437,Salym,RU,2021-12-20 20:53:09,60.0625,71.4789,4.17,95,100,8.08
438,Hambantota,LK,2021-12-20 20:53:09,6.1241,81.1185,75.7,87,60,10.07
439,Swan Hill,AU,2021-12-20 20:53:09,-35.3378,143.5544,64.99,50,0,7.52
440,Brigham City,US,2021-12-20 20:53:10,41.5102,-112.0155,40.93,60,1,0.0
441,Puerto Carreno,CO,2021-12-20 20:53:10,6.189,-67.4859,89.58,55,20,10.36
442,San Joaquin,US,2021-12-20 20:53:10,37.9333,-121.3011,53.06,78,90,0.0
443,Punta Alta,AR,2021-12-20 20:53:11,-38.8759,-62.0736,75.85,55,98,23.15
444,Oranjemund,NA,2021-12-20 20:53:11,-28.55,16.4333,62.65,90,0,1.72
445,Ancud,CL,2021-12-20 20:53:11,-41.8697,-73.8203,74.23,60,0,6.89
446,Bergen,NO,2021-12-20 20:53:11,60.392,5.328,32.65,93,0,3.44
447,Bahar,IR,2021-12-20 20:53:12,34.9072,48.4414,45.41,78,67,27.83
448,Tsaratanana,MG,2021-12-20 20:53:12,-16.7833,47.65,77.7,80,55,3.27
449,Hami,CN,2021-12-20 20:53:12,42.8,93.45,24.21,54,100,1.45
450,Yangmei,CN,2021-12-20 20:53:13,24.1023,112.5618,49.73,96,100,4.7
451,Kyshtovka,RU,2021-12-20 20:53:13,56.555,76.6271,2.64,98,88,5.14
452,Xining,CN,2021-12-20 20:53:13,36.6167,101.7667,21.06,28,0,2.57
453,Vuktyl,RU,2021-12-20 20:53:14,63.8567,57.3094,-4.9,78,100,8.86
454,Lakes Entrance,AU,2021-12-20 20:53:14,-37.8811,147.981,64.17,75,6,2.95
455,Tolaga Bay,NZ,2021-12-20 20:53:14,-38.3667,178.3,73.38,41,100,5.08
456,Nantucket,US,2021-12-20 20:49:25,41.2835,-70.0995,35.74,72,43,6.24
457,San Matias,BO,2021-12-20 20:53:15,-16.3667,-58.4,77.4,91,100,3.49
458,Almaznyy,RU,2021-12-20 20:54:15,48.0448,40.045,30.34,93,100,7.11
459,Pamanukan,ID,2021-12-20 20:54:15,-6.2842,107.8106,77.32,86,100,1.28
460,Sibu,MY,2021-12-20 20:54:16,2.3,111.8167,79.11,94,40,1.99
461,Pitanga,BR,2021-12-20 20:54:16,-24.7572,-51.7614,83.98,27,6,6.38
462,Ust-Kuyga,RU,2021-12-20 20:54:16,70.0167,135.6,-26.45,96,100,8.39
463,Fasa,IR,2021-12-20 20:54:17,28.9383,53.6482,51.04,54,0,0.0
464,Lewistown,US,2021-12-20 20:54:17,40.5992,-77.5714,41.18,77,1,3.44
465,Mata De Sao Joao,BR,2021-12-20 20:54:17,-12.5303,-38.2992,82.15,87,100,5.26
466,Tucumcari,US,2021-12-20 20:54:18,35.1717,-103.725,66.94,9,0,5.17
467,Garhi Khairo,PK,2021-12-20 20:54:18,28.0606,67.9803,59.83,15,28,3.47
468,Marrakesh,MA,2021-12-20 20:54:18,31.6315,-8.0083,66.27,42,40,4.61
469,Belyy Yar,RU,2021-12-20 20:54:18,53.6039,91.3903,21.85,79,98,2.24
470,Timra,SE,2021-12-20 20:54:19,62.487,17.3257,19.67,70,36,8.05
471,Calabar,NG,2021-12-20 20:54:19,4.9517,8.322,79.86,53,87,3.06
472,San Quintin,MX,2021-12-20 20:54:19,30.4833,-115.95,66.29,38,84,5.77
473,Jinchang,CN,2021-12-20 20:54:20,38.4953,102.1739,29.8,21,1,3.53
474,Holoby,UA,2021-12-20 20:54:20,51.0865,25.0077,23.05,78,90,13.33
475,Nenjiang,CN,2021-12-20 20:54:21,49.1833,125.2167,-2.94,88,98,12.66
476,Itarema,BR,2021-12-20 20:54:21,-2.9248,-39.9167,80.98,75,57,15.01
477,Merrill,US,2021-12-20 20:54:21,45.1805,-89.6835,30.38,66,40,10.36
478,San Felipe,VE,2021-12-20 20:54:21,10.3399,-68.7425,78.37,72,83,8.21
479,Tynda,RU,2021-12-20 20:54:22,55.1667,124.7167,-32.46,91,21,3.85
480,Kavarna,BG,2021-12-20 20:54:22,43.4333,28.3333,33.01,87,45,17.34
481,Tambura,SS,2021-12-20 20:54:22,5.6,27.4667,78.21,36,100,4.88
482,Gorontalo,ID,2021-12-20 20:54:23,0.5412,123.0595,75.36,94,100,3.33
483,Manokwari,ID,2021-12-20 20:54:23,-0.8667,134.0833,78.49,81,100,7.09
484,Yulara,AU,2021-12-20 20:54:23,-25.2406,130.9889,71.44,35,0,5.75
485,Laguna,US,2021-12-20 20:54:24,38.421,-121.4238,55.24,89,100,1.01
486,Beloha,MG,2021-12-20 20:54:24,-25.1667,45.05,67.57,79,100,16.35
487,Sabang,ID,2021-12-20 20:54:24,5.8933,95.3214,76.84,87,100,7.29
488,Priargunsk,RU,2021-12-20 20:54:25,50.3691,119.1012,-20.07,91,5,3.36
489,Srednekolymsk,RU,2021-12-20 20:54:25,67.45,153.6833,-19.52,97,100,20.38
490,Chabahar,IR,2021-12-20 20:54:25,25.2919,60.643,72.82,75,93,10.4
491,Camacha,PT,2021-12-20 20:54:26,33.0833,-16.3333,67.53,88,40,28.77
492,Point Pedro,LK,2021-12-20 20:54:26,9.8167,80.2333,77.86,73,39,11.41
493,Selishche,RU,2021-12-20 20:54:26,56.8879,33.2691,-5.76,96,79,7.74
494,Grand-Lahou,CI,2021-12-20 20:54:26,5.1367,-5.0242,80.42,83,21,6.46
495,Wagrowiec,PL,2021-12-20 20:54:27,52.8084,17.1996,32.32,84,23,9.62
496,Bayan,CN,2021-12-20 20:54:27,46.0833,127.4,1.02,79,36,15.68
497,Saint-Augustin,CA,2021-12-20 20:54:27,51.226,-58.6502,7.99,75,0,13.29
498,Wadi Maliz,TN,2021-12-20 20:54:28,36.4681,8.5495,53.08,89,0,4.03
499,Aksum,ET,2021-12-20 20:54:28,14.1245,38.7244,60.08,64,30,3.06
500,La Ronge,CA,2021-12-20 20:54:28,55.1001,-105.2842,1.65,66,75,5.75
501,Pimenta Bueno,BR,2021-12-20 20:54:29,-11.6725,-61.1936,77.32,95,96,2.84
502,Bastia,FR,2021-12-20 20:54:29,42.6667,9.3333,51.6,79,0,3.0
503,Paidha,UG,2021-12-20 20:54:29,2.4167,30.9855,64.58,85,100,2.17
504,Alofi,NU,2021-12-20 20:55:30,-19.0595,-169.9187,82.29,74,75,13.8
505,Awjilah,LY,2021-12-20 20:55:30,29.1081,21.2869,53.94,52,23,8.14
506,Homer,US,2021-12-20 20:55:30,59.6425,-151.5483,39.78,97,100,2.53
507,Ryotsu,JP,2021-12-20 20:55:31,38.0833,138.4333,51.64,74,64,24.81
508,Gogrial,SS,2021-12-20 20:55:31,8.5332,28.1004,75.99,29,66,4.7
509,Veraval,IN,2021-12-20 20:55:31,20.9,70.3667,69.06,30,1,6.35
510,Ustka,PL,2021-12-20 20:55:31,54.5805,16.8619,31.6,61,100,15.77
511,Singaparna,ID,2021-12-20 20:55:32,-7.3515,108.111,71.42,91,100,1.59
512,Kitgum,UG,2021-12-20 20:55:32,3.2783,32.8867,72.52,65,99,4.63
513,Lakatoro,VU,2021-12-20 20:55:32,-16.0999,167.4164,83.01,74,9,5.55
514,Rio Gallegos,AR,2021-12-20 20:51:34,-51.6226,-69.2181,60.85,33,75,46.04
515,Marzuq,YE,2021-12-20 20:55:33,14.4,46.4667,62.64,73,64,4.38
516,Verkhnyaya Inta,RU,2021-12-20 20:55:33,65.9811,60.3094,-5.69,79,100,19.53
517,Sosnovo-Ozerskoye,RU,2021-12-20 20:55:33,52.5249,111.5418,-23.58,98,27,1.86
518,Vysokogornyy,RU,2021-12-20 20:55:34,50.1167,139.15,-3.62,95,96,3.36
519,Saint Anthony,US,2021-12-20 20:55:34,45.0205,-93.218,21.74,59,59,4.0
520,Churapcha,RU,2021-12-20 20:55:34,62.0025,132.4325,-52.04,100,80,2.48
521,Puerto El Triunfo,SV,2021-12-20 20:55:35,13.2833,-88.55,85.15,65,67,9.4
522,Adrar,MR,2021-12-20 20:55:35,20.5022,-10.0711,71.85,28,100,6.38
523,Vicosa,BR,2021-12-20 20:55:35,-20.7539,-42.8819,68.34,91,63,5.3
524,Tyret Pervaya,RU,2021-12-20 20:55:36,53.6703,102.3106,-7.08,95,100,4.92
525,Calama,CL,2021-12-20 20:55:36,-22.4667,-68.9333,73.89,21,20,25.32
526,Ayan,RU,2021-12-20 20:55:36,56.45,138.1667,-21.8,75,9,12.15
527,Arrecife,ES,2021-12-20 20:55:37,28.963,-13.5477,69.87,82,20,1.14
528,Samarai,PG,2021-12-20 20:55:37,-10.6167,150.6667,81.59,73,98,2.62
529,Masvingo,ZW,2021-12-20 20:55:37,-20.0637,30.8277,63.86,89,100,5.37
530,Leshan,CN,2021-12-20 20:55:38,29.5623,103.7639,45.16,78,21,2.62
531,Gornopravdinsk,RU,2021-12-20 20:55:38,60.05,69.9,7.39,94,100,8.16
532,Onguday,RU,2021-12-20 20:55:38,50.75,86.15,11.1,98,100,2.68
533,Hirara,JP,2021-12-20 20:55:39,24.8,125.2833,68.9,65,100,11.14
534,Yala,TH,2021-12-20 20:55:39,6.3333,101.25,72.34,97,87,1.79
535,Asfi,MA,2021-12-20 20:55:39,32.2994,-9.2372,65.05,78,95,5.73
536,Bartlesville,US,2021-12-20 20:55:40,36.7473,-95.9808,54.1,47,31,4.0
537,Champerico,GT,2021-12-20 20:55:40,14.3,-91.9167,90.14,66,42,7.9
538,Shache,CN,2021-12-20 20:55:40,38.4167,77.2406,30.27,44,100,1.86
539,Wanning,CN,2021-12-20 20:55:41,18.8003,110.3967,65.16,89,85,7.78
540,Bhum,IN,2021-12-20 20:55:41,18.4667,75.6667,63.23,47,1,5.57
541,Baruun-Urt,MN,2021-12-20 20:55:41,46.6806,113.2792,-0.45,90,20,0.56
542,Dobson,US,2021-12-20 20:55:42,36.3957,-80.7226,43.41,55,1,0.0
543,Gisborne,NZ,2021-12-20 20:55:42,-38.6533,178.0042,72.95,48,78,8.75
544,Vagur,FO,2021-12-20 20:55:42,61.4732,-6.8119,43.88,77,100,6.64
545,Kotma,IN,2021-12-20 20:55:43,23.2,81.9667,44.76,34,0,3.27
546,Son La,VN,2021-12-20 20:55:43,21.3167,103.9,49.32,95,0,0.67
547,Sistranda,NO,2021-12-20 20:52:43,63.7256,8.834,37.36,89,100,14.92
548,Trofors,NO,2021-12-20 20:55:43,65.5333,13.4063,29.66,92,100,3.91
549,Kahului,US,2021-12-20 20:55:44,20.8947,-156.47,78.06,82,74,14.0
550,Taywarah,AF,2021-12-20 20:55:44,33.35,64.4167,30.88,82,6,1.88
551,Tomiya,JP,2021-12-20 20:55:44,38.3931,140.8861,42.19,92,91,5.91
552,Alugan,PH,2021-12-20 20:55:45,12.2188,125.4808,79.02,86,100,10.51
553,Christchurch,NZ,2021-12-20 20:55:45,-43.5333,172.6333,73.6,31,1,18.41
554,Harboore,DK,2021-12-20 20:56:45,56.6175,8.1807,25.36,59,83,5.66
555,Tyup,KG,2021-12-20 20:56:46,42.7276,78.3648,23.94,84,61,4.23
556,Evanston,US,2021-12-20 20:53:45,42.0411,-87.6901,43.65,62,94,1.99
557,Mokolo,CM,2021-12-20 20:56:46,10.7398,13.8019,64.99,29,0,6.02
558,Wajir,KE,2021-12-20 20:56:46,1.7471,40.0573,80.22,68,97,9.64
559,Dong Hoi,VN,2021-12-20 20:56:47,17.4833,106.6,63.01,82,67,6.58
560,Goderich,CA,2021-12-20 20:56:47,43.7501,-81.7165,37.9,65,99,18.41
